,Customer ID,Monetary,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetaryCluster,OverallScore,Segment
3237,CL-1890117,101.76,1,429,2,0,2,4,Mid-Value
3238,CL-1890134,36.096000000000004,1,428,2,0,2,4,Mid-Value
3239,CL-189023,53.279999999999994,1,558,2,0,2,4,Mid-Value
3240,CL-189069,50.16000000000001,1,314,2,0,2,4,Mid-Value
3241,CL-256579,43.92,1,530,2,0,2,4,Mid-Value
3242,CL-2700134,29.243999999999996,1,566,2,0,2,4,Mid-Value
3243,CL-270029,1168.35,2,369,2,0,2,4,Mid-Value
3244,CM-1181528,679.0,2,315,2,0,2,4,Mid-Value
3245,CM-1181582,102.16,1,463,2,0,2,4,Mid-Value
3246,CM-1183059,330.5367,1,606,2,0,2,4,Mid-Value
3247,CM-1183093,747.7400000000001,2,387,2,0,2,4,Mid-Value
3248,CM-1183097,38.67,2,350,2,0,2,4,Mid-Value
3249,CM-11935120,375.9,1,463,2,0,2,4,Mid-Value
3250,CM-1193544,37.86,1,616,2,0,2,4,Mid-Value
3251,CM-1193545,551.61,1,425,2,0,2,4,Mid-Value
3252,CM-1211516,394.97999999999996,1,517,2,0,2,4,Mid-Value
3253,CM-1211518,40.4,1,293,2,0,2,4,Mid-Value
3254,CM-121155,780.3723999999999,2,484,2,0,2,4,Mid-Value
3255,CM-121157,1943.19,1,456,2,0,2,4,Mid-Value
3256,CM-1211578,2761.2,1,586,2,0,2,4,Mid-Value
3257,CM-12160139,388.62,1,492,2,0,2,4,Mid-Value
3258,CM-1216014,28.95,1,511,2,0,2,4,Mid-Value
3259,CM-121601404,2003.52,1,378,2,0,2,4,Mid-Value
3260,CM-1216048,533.82,1,378,2,0,2,4,Mid-Value
3261,CM-1216059,473.39279999999997,2,380,2,0,2,4,Mid-Value
3262,CM-12190139,44.81999999999999,1,572,2,0,2,4,Mid-Value
3263,CM-12235120,356.238,1,640,2,0,2,4,Mid-Value
3264,CM-122351402,1426.8840000000002,2,505,2,0,2,4,Mid-Value
3265,CM-122351404,39.808,1,398,2,0,2,4,Mid-Value
3266,CM-122351406,698.5,2,385,2,0,2,4,Mid-Value
3267,CM-1223518,55.239999999999995,1,466,2,0,2,4,Mid-Value
3268,CM-1223539,501.67464,1,402,2,0,2,4,Mid-Value
3269,CM-1223597,62.925000000000004,1,571,2,0,2,4,Mid-Value
3270,CM-12385118,228.195,2,561,2,0,2,4,Mid-Value
3271,CM-123851404,2031.392,2,361,2,0,2,4,Mid-Value
3272,CM-1238548,138.42,2,366,2,0,2,4,Mid-Value
3273,CM-1238564,142.53000000000003,1,582,2,0,2,4,Mid-Value
3274,CM-1238566,457.92,1,600,2,0,2,4,Mid-Value
3275,CM-1244566,53.96999999999999,1,308,2,0,2,4,Mid-Value
3276,CM-126551408,23.34,1,509,2,0,2,4,Mid-Value
3277,CM-1265527,187.62,2,536,2,0,2,4,Mid-Value
3278,CM-1265536,800.4159999999999,2,578,2,0,2,4,Mid-Value
3279,CM-1265593,344.36988,1,624,2,0,2,4,Mid-Value
3280,CM-1265597,71.34,1,573,2,0,2,4,Mid-Value
3281,CM-1271518,29.4,1,419,2,0,2,4,Mid-Value
3282,CM-1271582,1122.6399999999999,2,484,2,0,2,4,Mid-Value
3283,CM-1815137,39.6,1,468,2,0,2,4,Mid-Value
3284,CM-181533,29.580000000000005,1,405,2,0,2,4,Mid-Value
3285,CM-181586,132.39000000000001,2,504,2,0,2,4,Mid-Value
3286,CM-2115108,603.63,2,310,2,0,2,4,Mid-Value
3287,CM-21603,43.05,1,614,2,0,2,4,Mid-Value
3288,CM-219086,53.91,1,345,2,0,2,4,Mid-Value
3289,CM-219095,467.28,2,323,2,0,2,4,Mid-Value
3290,CM-223560,155.16,2,563,2,0,2,4,Mid-Value
3291,CM-2385117,17.1,1,574,2,0,2,4,Mid-Value
3292,CM-2445134,33.948,2,348,2,0,2,4,Mid-Value
3293,CM-265519,114.60000000000001,1,638,2,0,2,4,Mid-Value
3294,CM-2715134,8.207999999999998,1,361,2,0,2,4,Mid-Value
3295,CP-12085130,1298.241,1,434,2,0,2,4,Mid-Value
3296,CP-120851408,232.62400000000002,2,583,2,0,2,4,Mid-Value
3297,CP-12085143,83.52,1,577,2,0,2,4,Mid-Value
3298,CP-1208531,381.23999999999995,2,461,2,0,2,4,Mid-Value
3299,CP-12340139,757.7819999999999,2,547,2,0,2,4,Mid-Value
3300,CP-123401404,248.08800000000002,2,442,2,0,2,4,Mid-Value
3301,CP-1234066,43.47,1,392,2,0,2,4,Mid-Value
3302,CP-1234091,123.75,1,421,2,0,2,4,Mid-Value
3303,CP-20853,84.72,2,480,2,0,2,4,Mid-Value
3304,CP-2340117,256.68,1,463,2,0,2,4,Mid-Value
3305,CR-12580139,530.34,2,447,2,0,2,4,Mid-Value
3306,CR-125801402,240.04000000000002,2,621,2,0,2,4,Mid-Value
3307,CR-125801406,10.528,1,463,2,0,2,4,Mid-Value
3308,CR-12580144,2523.1275000000005,2,498,2,0,2,4,Mid-Value
3309,CR-1258039,31.76,1,337,2,0,2,4,Mid-Value
3310,CR-1258048,74.97,2,544,2,0,2,4,Mid-Value
3311,CR-126251408,121.78,1,470,2,0,2,4,Mid-Value
3312,CR-1262539,28.859999999999996,1,342,2,0,2,4,Mid-Value
3313,CR-127301402,444.492,2,566,2,0,2,4,Mid-Value
3314,CR-1282011,340.86000000000007,1,533,2,0,2,4,Mid-Value
3315,CR-12820143,83.15999999999998,1,558,2,0,2,4,Mid-Value
3316,CR-1282048,113.03999999999999,1,328,2,0,2,4,Mid-Value
3317,CR-1282082,64.4,1,555,2,0,2,4,Mid-Value
3318,CR-2580137,117.6,2,447,2,0,2,4,Mid-Value
3319,CR-262586,108.09,2,384,2,0,2,4,Mid-Value
3320,CR-27303,106.92000000000002,1,364,2,0,2,4,Mid-Value
3321,CR-273070,54.18000000000001,1,455,2,0,2,4,Mid-Value
3322,CR-2820103,29.67,1,356,2,0,2,4,Mid-Value
3323,CR-282095,14.130000000000003,1,565,2,0,2,4,Mid-Value
3324,CS-1184559,289.4436,2,575,2,0,2,4,Mid-Value
3325,CS-11860102,2236.194,2,511,2,0,2,4,Mid-Value
3326,CS-11860143,60.983999999999995,2,456,2,0,2,4,Mid-Value
3327,CS-1186045,265.37850000000003,1,369,2,0,2,4,Mid-Value
3328,CS-1186082,360.12800000000004,1,393,2,0,2,4,Mid-Value
3329,CS-11950104,73.44,1,468,2,0,2,4,Mid-Value
3330,CS-1195027,220.65,1,426,2,0,2,4,Mid-Value
3331,CS-1195039,113.46,1,600,2,0,2,4,Mid-Value
3332,CS-1213058,753.72,1,553,2,0,2,4,Mid-Value
3333,CS-12175130,3213.5718,2,581,2,0,2,4,Mid-Value
3334,CS-121751402,9.99,1,460,2,0,2,4,Mid-Value
3335,CS-1217527,96.60000000000001,1,396,2,0,2,4,Mid-Value
3336,CS-12355102,381.78000000000003,1,560,2,0,2,4,Mid-Value
3337,CS-1235531,78.92,1,534,2,0,2,4,Mid-Value
3338,CS-1235548,148.014,1,359,2,0,2,4,Mid-Value
3339,CS-1235582,36.720000000000006,1,343,2,0,2,4,Mid-Value
3340,CS-12400139,106.04999999999998,1,576,2,0,2,4,Mid-Value
3341,CS-124001406,743.9879999999999,1,599,2,0,2,4,Mid-Value
3342,CS-1240028,607.9,1,483,2,0,2,4,Mid-Value
3343,CS-1240048,46.31999999999999,2,504,2,0,2,4,Mid-Value
3344,CS-12490139,184.14000000000001,1,343,2,0,2,4,Mid-Value
3345,CS-124901402,111.67200000000001,1,424,2,0,2,4,Mid-Value
3346,CS-124901408,562.2925000000001,1,505,2,0,2,4,Mid-Value
3347,CS-1249027,1422.8700000000001,2,601,2,0,2,4,Mid-Value
3348,CS-1249036,60.56000000000001,2,399,2,0,2,4,Mid-Value
3349,CS-1249066,166.26,2,324,2,0,2,4,Mid-Value
3350,CS-125051408,448.136,2,412,2,0,2,4,Mid-Value
3351,CS-184586,22.14,2,414,2,0,2,4,Mid-Value
3352,CS-18603,146.76,1,589,2,0,2,4,Mid-Value
3353,CS-186060,29.700000000000003,1,347,2,0,2,4,Mid-Value
3354,CS-1950134,100.87200000000001,2,499,2,0,2,4,Mid-Value
3355,CS-195087,15.419999999999998,1,373,2,0,2,4,Mid-Value
3356,CS-2130134,876.5280000000001,1,526,2,0,2,4,Mid-Value
3357,CS-213022,22.11,1,305,2,0,2,4,Mid-Value
3358,CS-217560,17.52,1,509,2,0,2,4,Mid-Value
3359,CS-235538,143.88,2,572,2,0,2,4,Mid-Value
3360,CS-2460126,31.17,1,506,2,0,2,4,Mid-Value
3361,CS-246060,458.9999999999999,1,376,2,0,2,4,Mid-Value
3362,CS-250561,51.84,1,609,2,0,2,4,Mid-Value
3363,CS-250569,831.2699999999998,2,520,2,0,2,4,Mid-Value
3364,CT-11995118,283.56,2,559,2,0,2,4,Mid-Value
3365,CT-119957,124.09200000000001,1,321,2,0,2,4,Mid-Value
3366,CV-122955,604.07568,1,510,2,0,2,4,Mid-Value
3367,CV-12805102,30.69,1,565,2,0,2,4,Mid-Value
3368,CV-1280527,145.98,1,596,2,0,2,4,Mid-Value
3369,CV-2295107,194.01,2,376,2,0,2,4,Mid-Value
3370,CV-229522,154.79999999999998,2,546,2,0,2,4,Mid-Value
3371,CV-2805117,141.9,1,417,2,0,2,4,Mid-Value
3372,CV-280532,125.76,2,478,2,0,2,4,Mid-Value
3373,CW-1190539,227.92000000000002,2,392,2,0,2,4,Mid-Value
3374,CW-1190548,98.03999999999999,1,574,2,0,2,4,Mid-Value
3375,CW-1190564,62.099999999999994,1,392,2,0,2,4,Mid-Value
3376,CW-1190582,31.660000000000004,1,359,2,0,2,4,Mid-Value
3377,CW-1190593,1260.1746,1,581,2,0,2,4,Mid-Value
3378,CW-190522,395.82,1,384,2,0,2,4,Mid-Value
3379,CW-19054,112.5,2,427,2,0,2,4,Mid-Value
3380,CY-127451408,554.3199999999999,2,483,2,0,2,4,Mid-Value
3381,CY-127455,129.468,2,609,2,0,2,4,Mid-Value
3382,Co-126401408,191.88,1,549,2,0,2,4,Mid-Value
3383,Co-1264039,902.62096,2,532,2,0,2,4,Mid-Value
3384,Co-1264082,341.10799999999995,2,292,2,0,2,4,Mid-Value
3385,Co-2640108,10.56,1,616,2,0,2,4,Mid-Value
3386,DA-13450139,348.81,1,524,2,0,2,4,Mid-Value
3387,DA-1345048,90.18,1,456,2,0,2,4,Mid-Value
3388,DA-134505,363.6,1,443,2,0,2,4,Mid-Value
3389,DA-1345055,2180.2439999999997,1,574,2,0,2,4,Mid-Value
3390,DA-345067,255.21,2,637,2,0,2,4,Mid-Value
3391,DB-129101402,15.008000000000003,1,477,2,0,2,4,Mid-Value
3392,DB-1291027,155.33999999999997,1,499,2,0,2,4,Mid-Value
3393,DB-131201402,760.9799999999998,1,352,2,0,2,4,Mid-Value
3394,DB-1312091,153.95999999999998,2,475,2,0,2,4,Mid-Value
3395,DB-13210102,84.47550000000001,2,414,2,0,2,4,Mid-Value
3396,DB-132101404,122.352,1,569,2,0,2,4,Mid-Value
3397,DB-1321027,383.58000000000004,2,470,2,0,2,4,Mid-Value
3398,DB-1321098,556.704,1,381,2,0,2,4,Mid-Value
3399,DB-13360118,27.36,1,320,2,0,2,4,Mid-Value
3400,DB-1336064,36.72,1,446,2,0,2,4,Mid-Value
3401,DB-133608,147.9,1,604,2,0,2,4,Mid-Value
3402,DB-1340511,700.6800000000001,1,369,2,0,2,4,Mid-Value
3403,DB-13405139,67.788,1,482,2,0,2,4,Mid-Value
3404,DB-1340527,5165.969999999999,2,347,2,0,2,4,Mid-Value
3405,DB-1355592,497.448,2,343,2,0,2,4,Mid-Value
3406,DB-1361531,150.71999999999997,1,360,2,0,2,4,Mid-Value
3407,DB-13660124,26.712,1,401,2,0,2,4,Mid-Value
3408,DB-291022,52.92,1,333,2,0,2,4,Mid-Value
3409,DB-297047,19.77,1,630,2,0,2,4,Mid-Value
3410,DB-312023,464.94000000000005,2,358,2,0,2,4,Mid-Value
3411,DB-3210134,16.86,1,582,2,0,2,4,Mid-Value
3412,DB-3210147,20.466000000000005,1,628,2,0,2,4,Mid-Value
3413,DB-3405134,188.47199999999998,1,557,2,0,2,4,Mid-Value
3414,DC-128507,651.3480000000001,1,512,2,0,2,4,Mid-Value
3415,DC-1328551,2616.96,1,484,2,0,2,4,Mid-Value
3416,DC-1328597,392.76000000000005,1,450,2,0,2,4,Mid-Value
3417,DC-28504,586.98,2,315,2,0,2,4,Mid-Value
3418,DC-285060,96.0,2,378,2,0,2,4,Mid-Value
3419,DC-285061,26.58,1,341,2,0,2,4,Mid-Value
3420,DC-285094,642.4800000000001,2,341,2,0,2,4,Mid-Value
3421,DC-3285134,218.544,1,392,2,0,2,4,Mid-Value
3422,DD-357033,727.14,2,510,2,0,2,4,Mid-Value
3423,DE-1325536,81.2,1,407,2,0,2,4,Mid-Value
3424,DE-1325548,292.43999999999994,1,562,2,0,2,4,Mid-Value
3425,DE-1325593,297.96000000000004,1,308,2,0,2,4,Mid-Value
3426,DE-1325598,74.05199999999999,2,489,2,0,2,4,Mid-Value
3427,DE-3255103,118.05000000000001,1,355,2,0,2,4,Mid-Value
3428,DE-3255134,558.0,1,484,2,0,2,4,Mid-Value
3429,DE-325538,93.03,2,520,2,0,2,4,Mid-Value
3430,DF-13135124,14.955000000000002,1,629,2,0,2,4,Mid-Value
3431,DG-1330011,987.1200000000001,1,552,2,0,2,4,Mid-Value
3432,DG-133001404,601.7760000000001,2,495,2,0,2,4,Mid-Value
3433,DG-1330056,372.12000000000006,1,349,2,0,2,4,Mid-Value
3434,DG-1330091,41.489999999999995,1,427,2,0,2,4,Mid-Value
3435,DG-1330096,51.84,1,558,2,0,2,4,Mid-Value
3436,DG-330087,2582.16,1,378,2,0,2,4,Mid-Value
3437,DH-130751402,8.711999999999998,1,554,2,0,2,4,Mid-Value
3438,DH-1307582,810.4960000000001,2,301,2,0,2,4,Mid-Value
3439,DH-1367555,6.720000000000001,1,391,2,0,2,4,Mid-Value
3440,DH-1367582,225.23999999999995,1,541,2,0,2,4,Mid-Value
3441,DH-3075110,86.39999999999999,1,489,2,0,2,4,Mid-Value
3442,DH-367519,79.98,2,478,2,0,2,4,Mid-Value
3443,DH-367577,1534.4400000000003,2,443,2,0,2,4,Mid-Value
3444,DH-36758,249.18,1,317,2,0,2,4,Mid-Value
3445,DJ-13420102,212.388,2,474,2,0,2,4,Mid-Value
3446,DJ-134201402,1454.9,1,637,2,0,2,4,Mid-Value
3447,DJ-1342045,3955.707,2,334,2,0,2,4,Mid-Value
3448,DJ-13510139,670.9499999999999,1,323,2,0,2,4,Mid-Value
3449,DJ-1351058,25.92,1,485,2,0,2,4,Mid-Value
3450,DJ-13630139,151.25400000000002,2,419,2,0,2,4,Mid-Value
3451,DJ-1363018,15.408000000000005,1,406,2,0,2,4,Mid-Value
3452,DJ-1363036,30.81600000000001,1,406,2,0,2,4,Mid-Value
3453,DJ-1363098,27.24,1,324,2,0,2,4,Mid-Value
3454,DJ-351023,193.68,1,582,2,0,2,4,Mid-Value
3455,DJ-35103,1050.96,1,492,2,0,2,4,Mid-Value
3456,DJ-351061,12.809999999999999,1,418,2,0,2,4,Mid-Value
3457,DJ-363069,96.84,1,454,2,0,2,4,Mid-Value
3458,DK-1283593,1206.04,2,418,2,0,2,4,Mid-Value
3459,DK-1289548,1858.0319999999997,2,527,2,0,2,4,Mid-Value
3460,DK-1298593,105.23999999999998,1,589,2,0,2,4,Mid-Value
3461,DK-1309031,248.08284000000003,1,592,2,0,2,4,Mid-Value
3462,DK-130908,497.15999999999997,1,398,2,0,2,4,Mid-Value
3463,DK-1309098,18.288,1,359,2,0,2,4,Mid-Value
3464,DK-13150120,17.459999999999997,1,371,2,0,2,4,Mid-Value
3465,DK-1322539,469.91999999999996,1,567,2,0,2,4,Mid-Value
3466,DK-1322559,64.0356,1,618,2,0,2,4,Mid-Value
3467,DK-1322566,45.42,1,462,2,0,2,4,Mid-Value
3468,DK-1337516,215.84000000000003,2,594,2,0,2,4,Mid-Value
3469,DK-1337531,15.9,1,404,2,0,2,4,Mid-Value
3470,DK-283563,266.40000000000003,1,336,2,0,2,4,Mid-Value
3471,DK-315060,148.98,1,485,2,0,2,4,Mid-Value
3472,DK-3225116,73.95,1,559,2,0,2,4,Mid-Value
3473,DK-3375110,522.0600000000001,1,306,2,0,2,4,Mid-Value
3474,DK-337532,180.12,1,578,2,0,2,4,Mid-Value
3475,DK-337560,936.21,2,572,2,0,2,4,Mid-Value
3476,DL-12865102,31.828500000000005,2,559,2,0,2,4,Mid-Value
3477,DL-128651402,6.0,1,345,2,0,2,4,Mid-Value
3478,DL-1292531,1700.0,1,471,2,0,2,4,Mid-Value
3479,DL-129255,68.796,1,475,2,0,2,4,Mid-Value
3480,DL-1292592,1601.1000000000001,2,552,2,0,2,4,Mid-Value
3481,DL-133151404,38.88,1,361,2,0,2,4,Mid-Value
3482,DL-1331545,940.2614999999998,2,638,2,0,2,4,Mid-Value
3483,DL-1331592,980.76,2,344,2,0,2,4,Mid-Value
3484,DL-133301406,12.419999999999998,1,428,2,0,2,4,Mid-Value
3485,DL-1333026,130.56,1,485,2,0,2,4,Mid-Value
3486,DL-133305,63.83999999999999,1,460,2,0,2,4,Mid-Value
3487,DL-1333055,177.29999999999998,2,555,2,0,2,4,Mid-Value
3488,DL-1349518,31.28,1,604,2,0,2,4,Mid-Value
3489,DL-1349545,1268.784,1,421,2,0,2,4,Mid-Value
3490,DL-1349548,2042.112,2,317,2,0,2,4,Mid-Value
3491,DL-1349564,157.95000000000002,1,611,2,0,2,4,Mid-Value
3492,DL-1349582,613.56,1,581,2,0,2,4,Mid-Value
3493,DL-286523,255.78000000000003,1,501,2,0,2,4,Mid-Value
3494,DL-286575,44.73,1,559,2,0,2,4,Mid-Value
3495,DL-331560,67.92,1,371,2,0,2,4,Mid-Value
3496,DM-1295545,2031.8129999999999,2,365,2,0,2,4,Mid-Value
3497,DM-1295555,12.312000000000001,1,426,2,0,2,4,Mid-Value
3498,DM-1295592,39.419999999999995,1,503,2,0,2,4,Mid-Value
3499,DM-1295598,19.199999999999996,1,562,2,0,2,4,Mid-Value
3500,DM-13015120,129.0,1,513,2,0,2,4,Mid-Value
3501,DM-130151404,305.49600000000004,2,604,2,0,2,4,Mid-Value
3502,DM-1301527,136.73999999999998,2,450,2,0,2,4,Mid-Value
3503,DM-133451402,445.3999999999999,2,404,2,0,2,4,Mid-Value
3504,DM-13345143,17.46,1,568,2,0,2,4,Mid-Value
3505,DM-1334597,740.7749999999999,1,321,2,0,2,4,Mid-Value
3506,DM-1352527,26.400000000000002,1,421,2,0,2,4,Mid-Value
3507,DM-135257,362.394,2,323,2,0,2,4,Mid-Value
3508,DM-301561,13.02,1,365,2,0,2,4,Mid-Value
3509,DM-3345110,26.490000000000002,1,489,2,0,2,4,Mid-Value
3510,DM-334533,116.28,2,428,2,0,2,4,Mid-Value
3511,DM-3525134,21.816000000000003,1,321,2,0,2,4,Mid-Value
3512,DN-1369062,449.90999999999997,1,294,2,0,2,4,Mid-Value
3513,DO-13435144,2672.517,1,639,2,0,2,4,Mid-Value
3514,DO-1343559,125.6841,1,590,2,0,2,4,Mid-Value
3515,DO-1364539,158.36,2,632,2,0,2,4,Mid-Value
3516,DO-1364591,13.319999999999999,1,499,2,0,2,4,Mid-Value
3517,DO-3435137,260.25,1,516,2,0,2,4,Mid-Value
3518,DO-3645103,54.0,1,364,2,0,2,4,Mid-Value
3519,DP-130001408,7.764000000000001,1,594,2,0,2,4,Mid-Value
3520,DP-1300098,62.34,2,394,2,0,2,4,Mid-Value
3521,DP-1316531,151.04000000000002,1,461,2,0,2,4,Mid-Value
3522,DP-13390118,13.530000000000001,1,454,2,0,2,4,Mid-Value
3523,DP-133901406,16.656000000000002,1,585,2,0,2,4,Mid-Value
3524,DP-133901408,51.980000000000004,2,358,2,0,2,4,Mid-Value
3525,DP-3000109,393.05999999999995,2,300,2,0,2,4,Mid-Value
3526,DP-310522,136.68,1,573,2,0,2,4,Mid-Value
3527,DP-3165111,23.4,1,436,2,0,2,4,Mid-Value
3528,DP-316549,93.24,1,489,2,0,2,4,Mid-Value
3529,DR-1288058,840.495,2,499,2,0,2,4,Mid-Value
3530,DR-1294028,73.54,2,393,2,0,2,4,Mid-Value
3531,DR-1294036,58.17600000000001,1,543,2,0,2,4,Mid-Value
3532,DR-1294059,1271.5703999999998,2,440,2,0,2,4,Mid-Value
3533,DR-1294082,89.88000000000001,1,398,2,0,2,4,Mid-Value
3534,DR-288038,153.06,2,377,2,0,2,4,Mid-Value
3535,DR-2940103,168.57,2,304,2,0,2,4,Mid-Value
3536,DR-2940129,50.88,1,308,2,0,2,4,Mid-Value
3537,DR-294087,1393.92,1,518,2,0,2,4,Mid-Value
3538,DS-13180120,614.2800000000001,2,471,2,0,2,4,Mid-Value
3539,DS-1318098,218.84399999999997,1,378,2,0,2,4,Mid-Value
3540,DS-303013,798.8399999999999,1,327,2,0,2,4,Mid-Value
3541,DS-303087,76.74000000000001,1,555,2,0,2,4,Mid-Value
3542,DV-1304548,27.216,1,468,2,0,2,4,Mid-Value
3543,DV-1346564,105.0,2,408,2,0,2,4,Mid-Value
3544,DV-3045108,201.62999999999997,2,358,2,0,2,4,Mid-Value
3545,DV-3045137,1463.6399999999999,1,371,2,0,2,4,Mid-Value
3546,DV-304567,38.160000000000004,1,335,2,0,2,4,Mid-Value
3547,DV-3465137,363.53999999999996,2,520,2,0,2,4,Mid-Value
3548,DW-1319539,250.2,1,525,2,0,2,4,Mid-Value
3549,DW-1319559,21.2106,1,639,2,0,2,4,Mid-Value
3550,DW-1319582,175.93600000000004,2,457,2,0,2,4,Mid-Value
3551,DW-135401406,88.04,1,638,2,0,2,4,Mid-Value
3552,DW-135851404,192.93,2,460,2,0,2,4,Mid-Value
3553,DW-13585144,211.45080000000002,2,561,2,0,2,4,Mid-Value
3554,DW-1358536,483.4080000000001,1,473,2,0,2,4,Mid-Value
3555,DW-1358598,99.108,1,468,2,0,2,4,Mid-Value
3556,DW-358586,318.03000000000003,1,357,2,0,2,4,Mid-Value
3557,Dl-136007,904.608,2,366,2,0,2,4,Mid-Value
3558,Dl-1360078,1859.9999999999995,1,471,2,0,2,4,Mid-Value
3559,Dl-1360092,149.28,1,590,2,0,2,4,Mid-Value
3560,Dl-3600110,265.17,2,466,2,0,2,4,Mid-Value
3561,Dl-3600111,244.74000000000004,1,468,2,0,2,4,Mid-Value
3562,Dl-3600131,53.00999999999999,1,511,2,0,2,4,Mid-Value
3563,Dp-1324066,1552.0199999999998,2,571,2,0,2,4,Mid-Value
3564,Dp-324038,7.98,1,469,2,0,2,4,Mid-Value
3565,EA-14035113,401.90999999999997,2,580,2,0,2,4,Mid-Value
3566,EA-14035120,83.592,1,579,2,0,2,4,Mid-Value
3567,EA-1403555,218.592,1,314,2,0,2,4,Mid-Value
3568,EA-1403592,146.94,1,597,2,0,2,4,Mid-Value
3569,EB-1370528,133.51999999999998,2,551,2,0,2,4,Mid-Value
3570,EB-13750113,1050.99,2,496,2,0,2,4,Mid-Value
3571,EB-137507,69.498,1,362,2,0,2,4,Mid-Value
3572,EB-137508,141.3,1,412,2,0,2,4,Mid-Value
3573,EB-138401406,212.88,1,391,2,0,2,4,Mid-Value
3574,EB-1384018,253.24,2,625,2,0,2,4,Mid-Value
3575,EB-1384059,1428.5169,2,441,2,0,2,4,Mid-Value
3576,EB-138407,529.0110000000001,1,453,2,0,2,4,Mid-Value
3577,EB-1387048,282.82800000000003,2,462,2,0,2,4,Mid-Value
3578,EB-1387096,40.949999999999996,1,406,2,0,2,4,Mid-Value
3579,EB-13930130,46.936800000000005,1,296,2,0,2,4,Mid-Value
3580,EB-13930139,2708.01,2,407,2,0,2,4,Mid-Value
3581,EB-139301404,122.22,2,591,2,0,2,4,Mid-Value
3582,EB-1393082,202.44,1,597,2,0,2,4,Mid-Value
3583,EB-1397559,96.70380000000003,2,439,2,0,2,4,Mid-Value
3584,EB-1411027,339.84000000000003,1,554,2,0,2,4,Mid-Value
3585,EB-1411039,22.479999999999993,1,554,2,0,2,4,Mid-Value
3586,EB-1411091,250.08,2,419,2,0,2,4,Mid-Value
3587,EB-1417064,419.13000000000005,2,357,2,0,2,4,Mid-Value
3588,EB-141707,430.70400000000006,1,527,2,0,2,4,Mid-Value
3589,EB-3840122,8.73,1,618,2,0,2,4,Mid-Value
3590,EB-3870134,52.104,1,497,2,0,2,4,Mid-Value
3591,EB-3870147,7.7490000000000006,1,601,2,0,2,4,Mid-Value
3592,EB-3930137,294.29999999999995,1,385,2,0,2,4,Mid-Value
3593,EB-397547,44.580000000000005,1,551,2,0,2,4,Mid-Value
3594,EB-4110138,228.99599999999998,2,443,2,0,2,4,Mid-Value
3595,EB-417033,12.569999999999999,1,561,2,0,2,4,Mid-Value
3596,EC-140501408,299.07,2,383,2,0,2,4,Mid-Value
3597,EC-1405097,115.44000000000001,1,365,2,0,2,4,Mid-Value
3598,ED-138857,150.606,1,321,2,0,2,4,Mid-Value
3599,ED-388523,15.48,1,623,2,0,2,4,Mid-Value
3600,EG-13900120,40.77,2,566,2,0,2,4,Mid-Value
3601,EG-1390039,27.96,1,371,2,0,2,4,Mid-Value
3602,EG-1390058,934.8599999999999,1,466,2,0,2,4,Mid-Value
3603,EG-3900134,79.212,2,575,2,0,2,4,Mid-Value
3604,EH-137651402,22.992,2,342,2,0,2,4,Mid-Value
3605,EH-1376548,131.85000000000002,1,372,2,0,2,4,Mid-Value
3606,EH-1376592,148.14,2,631,2,0,2,4,Mid-Value
3607,EH-1394518,364.14000000000004,2,516,2,0,2,4,Mid-Value
3608,EH-139901402,151.192,1,405,2,0,2,4,Mid-Value
3609,EH-1399027,1121.07,2,575,2,0,2,4,Mid-Value
3610,EH-1399045,285.65999999999997,1,635,2,0,2,4,Mid-Value
3611,EH-1399059,165.21359999999999,1,637,2,0,2,4,Mid-Value
3612,EH-140051404,194.352,2,611,2,0,2,4,Mid-Value
3613,EH-1400545,35.849999999999994,1,377,2,0,2,4,Mid-Value
3614,EH-1400559,99.5181,1,330,2,0,2,4,Mid-Value
3615,EH-141251402,703.68,2,467,2,0,2,4,Mid-Value
3616,EH-1412531,221.76000000000005,1,468,2,0,2,4,Mid-Value
3617,EH-1412578,881.1,1,433,2,0,2,4,Mid-Value
3618,EH-1412593,469.84,1,569,2,0,2,4,Mid-Value
3619,EH-376546,29.639999999999997,1,319,2,0,2,4,Mid-Value
3620,EJ-13720102,661.9049999999999,1,424,2,0,2,4,Mid-Value
3621,EJ-1372039,48.059999999999995,1,391,2,0,2,4,Mid-Value
3622,EJ-1372048,231.6,1,484,2,0,2,4,Mid-Value
3623,EJ-14155120,1186.8960000000002,2,387,2,0,2,4,Mid-Value
3624,EJ-1415531,2019.5599999999993,2,599,2,0,2,4,Mid-Value
3625,EJ-1415548,47.339999999999996,1,422,2,0,2,4,Mid-Value
3626,EJ-372033,49.47,2,420,2,0,2,4,Mid-Value
3627,EK-13795102,286.272,2,588,2,0,2,4,Mid-Value
3628,EK-1379527,14.189999999999998,1,329,2,0,2,4,Mid-Value
3629,EK-1379559,134.94780000000003,1,562,2,0,2,4,Mid-Value
3630,EK-1379591,138.96,1,598,2,0,2,4,Mid-Value
3631,EK-379561,176.94,1,396,2,0,2,4,Mid-Value
3632,EK-379586,133.56,2,393,2,0,2,4,Mid-Value
3633,EL-137351402,86.62,1,617,2,0,2,4,Mid-Value
3634,EL-137355,42.71999999999999,1,372,2,0,2,4,Mid-Value
3635,EL-1373555,182.304,1,623,2,0,2,4,Mid-Value
3636,EL-373538,66.93,1,313,2,0,2,4,Mid-Value
