CustomerID,Recency,Frequency,Monetary,Recency_NORM,Frequency_NORM,Monetary_NORM,R_CLUSTER,F_CLUSTER,M_CLUSTER,FinalCluster,Segment
11272,17,8,131.51,-1.523489932885906,3.5,1.0182616736014793,0,3,0,3,High-Value
15098,112,3,131.46,-1.2046979865771812,1.0,1.0176837725381416,0,0,0,0,Lost Customer
10025,251,2,131.45,-0.738255033557047,0.5,1.0175681923254736,2,0,0,2,Mid-Value
14919,478,3,131.36,0.02348993288590604,1.0,1.0165279704114656,1,0,0,1,Low-Value
1581,272,5,131.32999999999998,-0.6677852348993288,2.0,1.0161812297734625,2,3,0,5,High-Value
23363,402,3,131.32,-0.23154362416107382,1.0,1.016065649560795,1,0,0,1,Low-Value
4526,429,4,131.31,-0.14093959731543623,1.5,1.0159500693481276,1,0,0,1,Low-Value
19980,379,3,131.24,-0.3087248322147651,1.0,1.0151410078594545,2,0,0,2,Mid-Value
5344,525,1,131.22,0.18120805369127516,0.0,1.0149098474341192,1,0,0,1,Low-Value
11567,6,6,131.19,-1.5604026845637584,2.5,1.0145631067961165,0,3,0,3,High-Value
7266,518,1,131.16,0.15771812080536912,0.0,1.0142163661581136,1,0,0,1,Low-Value
14119,338,2,131.06,-0.4463087248322148,0.5,1.0130605640314378,2,0,0,2,Mid-Value
10078,20,8,130.99,-1.5134228187919463,3.5,1.0122515025427647,0,3,0,3,High-Value
16532,245,8,130.95,-0.7583892617449665,3.5,1.011789181692094,2,3,0,5,High-Value
11171,65,6,130.93,-1.3624161073825503,2.5,1.0115580212667592,0,3,0,3,High-Value
21243,265,3,130.9,-0.6912751677852349,1.0,1.0112112806287563,2,0,0,2,Mid-Value
2015,463,2,130.87,-0.026845637583892617,0.5,1.0108645399907537,1,0,0,1,Low-Value
18365,40,7,130.87,-1.4463087248322148,3.0,1.0108645399907537,0,3,0,3,High-Value
23111,16,5,130.85999999999999,-1.5268456375838926,2.0,1.0107489597780857,0,3,0,3,High-Value
17575,54,4,130.8,-1.3993288590604027,1.5,1.0100554785020806,0,0,0,0,Lost Customer
19996,31,6,130.8,-1.476510067114094,2.5,1.0100554785020806,0,3,0,3,High-Value
7868,160,5,130.78,-1.0436241610738255,2.0,1.0098243180767452,0,3,0,3,High-Value
16260,481,1,130.75,0.03355704697986577,0.0,1.0094775774387423,1,0,0,1,Low-Value
1196,164,4,130.72,-1.0302013422818792,1.5,1.0091308368007397,0,0,0,0,Lost Customer
8239,66,6,130.7,-1.3590604026845639,2.5,1.0088996763754043,0,3,0,3,High-Value
12465,501,1,130.69,0.10067114093959731,0.0,1.0087840961627368,1,0,0,1,Low-Value
4456,180,3,130.67,-0.9765100671140939,1.0,1.0085529357374015,2,0,0,2,Mid-Value
11760,464,6,130.59,-0.02348993288590604,2.5,1.007628294036061,1,3,0,4,High-Value
20547,304,8,130.57999999999998,-0.5604026845637584,3.5,1.0075127138233932,2,3,0,5,High-Value
12624,143,3,130.56,-1.1006711409395973,1.0,1.0072815533980581,0,0,0,0,Lost Customer
4461,42,5,130.54,-1.4395973154362416,2.0,1.0070503929727228,0,3,0,3,High-Value
20481,419,2,130.52,-0.174496644295302,0.5,1.006819232547388,1,0,0,1,Low-Value
19254,467,2,130.51,-0.013422818791946308,0.5,1.0067036523347201,1,0,0,1,Low-Value
17344,274,6,130.49,-0.6610738255033557,2.5,1.006472491909385,2,3,0,5,High-Value
11692,358,2,130.48000000000002,-0.37919463087248323,0.5,1.0063569116967177,2,0,0,2,Mid-Value
1557,538,2,130.47,0.22483221476510068,0.5,1.00624133148405,1,0,0,1,Low-Value
4433,528,1,130.47,0.1912751677852349,0.0,1.00624133148405,1,0,0,1,Low-Value
15864,27,3,130.42999999999998,-1.4899328859060403,1.0,1.0057790106333793,0,0,0,0,Lost Customer
7482,396,4,130.39,-0.2516778523489933,1.5,1.005316689782709,1,0,0,1,Low-Value
5574,9,6,130.35999999999999,-1.5503355704697988,2.5,1.0049699491447062,0,3,0,3,High-Value
19316,337,2,130.31,-0.44966442953020136,0.5,1.0043920480813684,2,0,0,2,Mid-Value
21302,244,6,130.3,-0.761744966442953,2.5,1.0042764678687008,2,3,0,5,High-Value
23035,81,6,130.29,-1.308724832214765,2.5,1.004160887656033,0,3,0,3,High-Value
3298,291,4,130.22,-0.6040268456375839,1.5,1.00335182616736,2,0,0,2,Mid-Value
13954,20,6,130.19000000000003,-1.5134228187919463,2.5,1.0030050855293575,0,3,0,3,High-Value
6777,102,6,130.16,-1.238255033557047,2.5,1.0026583448913544,0,3,0,3,High-Value
19783,136,2,130.14,-1.1241610738255035,0.5,1.002427184466019,0,0,0,0,Lost Customer
6337,82,3,130.1,-1.3053691275167785,1.0,1.0019648636153489,0,0,0,0,Lost Customer
2152,307,3,130.07,-0.5503355704697986,1.0,1.0016181229773462,2,0,0,2,Mid-Value
5466,97,8,130.07,-1.25503355704698,3.5,1.0016181229773462,0,3,0,3,High-Value
5723,420,5,130.07,-0.17114093959731544,2.0,1.0016181229773462,1,3,0,4,High-Value
17986,136,2,130.04999999999998,-1.1241610738255035,0.5,1.0013869625520109,0,0,0,0,Lost Customer
17389,449,2,130.04,-0.0738255033557047,0.5,1.0012713823393433,1,0,0,1,Low-Value
18617,76,5,130.03,-1.325503355704698,2.0,1.0011558021266758,0,3,0,3,High-Value
19888,230,4,130.01999999999998,-0.8087248322147651,1.5,1.001040221914008,2,0,0,2,Mid-Value
8868,513,1,129.98,0.14093959731543623,0.0,1.0005779010633378,1,0,0,1,Low-Value
17617,284,2,129.97,-0.62751677852349,0.5,1.0004623208506702,2,0,0,2,Mid-Value
22527,466,1,129.96,-0.016778523489932886,0.0,1.0003467406380029,1,0,0,1,Low-Value
15168,403,5,129.92,-0.22818791946308725,2.0,0.9998844197873322,1,3,0,4,High-Value
12613,152,2,129.91,-1.070469798657718,0.5,0.9997688395746647,0,0,0,0,Lost Customer
11560,504,2,129.89,0.11073825503355705,0.5,0.9995376791493294,1,0,0,1,Low-Value
17176,222,4,129.82,-0.8355704697986577,1.5,0.9987286176606563,2,0,0,2,Mid-Value
11003,114,7,129.79999999999998,-1.1979865771812082,3.0,0.998497457235321,0,3,0,3,High-Value
4246,497,4,129.76999999999998,0.087248322147651,1.5,0.9981507165973182,1,0,0,1,Low-Value
9417,200,4,129.73999999999998,-0.9093959731543624,1.5,0.9978039759593155,2,0,0,2,Mid-Value
16675,487,1,129.71,0.053691275167785234,0.0,0.997457235321313,1,0,0,1,Low-Value
7338,183,8,129.67,-0.9664429530201343,3.5,0.9969949144706424,2,3,0,5,High-Value
22060,34,6,129.66,-1.4664429530201342,2.5,0.9968793342579749,0,3,0,3,High-Value
18325,481,1,129.61,0.03355704697986577,0.0,0.9963014331946372,1,0,0,1,Low-Value
13186,213,3,129.61,-0.8657718120805369,1.0,0.9963014331946372,2,0,0,2,Mid-Value
22394,58,3,129.56,-1.3859060402684564,1.0,0.995723532131299,0,0,0,0,Lost Customer
8988,74,4,129.55,-1.332214765100671,1.5,0.9956079519186316,0,0,0,0,Lost Customer
1851,221,6,129.54999999999998,-0.8389261744966443,2.5,0.9956079519186313,2,3,0,5,High-Value
13841,488,1,129.51,0.05704697986577181,0.0,0.995145631067961,1,0,0,1,Low-Value
19979,449,4,129.51,-0.0738255033557047,1.5,0.995145631067961,1,0,0,1,Low-Value
12593,74,4,129.51,-1.332214765100671,1.5,0.995145631067961,0,0,0,0,Lost Customer
7512,73,6,129.51,-1.3355704697986577,2.5,0.995145631067961,0,3,0,3,High-Value
6361,314,3,129.48000000000002,-0.5268456375838926,1.0,0.9947988904299585,2,0,0,2,Mid-Value
15625,52,8,129.48000000000002,-1.4060402684563758,3.5,0.9947988904299585,0,3,0,3,High-Value
1430,514,2,129.41,0.14429530201342283,0.5,0.9939898289412852,1,0,0,1,Low-Value
3328,123,6,129.38,-1.167785234899329,2.5,0.9936430883032823,0,3,0,3,High-Value
9422,166,4,129.35000000000002,-1.023489932885906,1.5,0.9932963476652799,0,0,0,0,Lost Customer
6887,515,1,129.33,0.1476510067114094,0.0,0.9930651872399446,1,0,0,1,Low-Value
13842,442,5,129.32,-0.09731543624161074,2.0,0.9929496070272767,1,3,0,4,High-Value
9622,400,2,129.31,-0.23825503355704697,0.5,0.9928340268146093,1,0,0,1,Low-Value
11312,272,2,129.27,-0.6677852348993288,0.5,0.992371705963939,2,0,0,2,Mid-Value
4123,27,4,129.25,-1.4899328859060403,1.5,0.9921405455386038,0,0,0,0,Lost Customer
9113,74,5,129.25,-1.332214765100671,2.0,0.9921405455386038,0,3,0,3,High-Value
56,195,4,129.19,-0.9261744966442953,1.5,0.9914470642625981,2,0,0,2,Mid-Value
742,519,2,129.15,0.1610738255033557,0.5,0.9909847434119279,1,0,0,1,Low-Value
10266,508,1,129.09,0.12416107382550336,0.0,0.9902912621359223,1,0,0,1,Low-Value
17152,388,4,129.07,-0.2785234899328859,1.5,0.990060101710587,1,0,0,1,Low-Value
2343,428,2,129.06,-0.14429530201342283,0.5,0.9899445214979194,1,0,0,1,Low-Value
2833,33,3,128.99,-1.4697986577181208,1.0,0.9891354600092465,0,0,0,0,Lost Customer
19986,113,5,128.92999999999998,-1.2013422818791946,2.0,0.9884419787332406,0,3,0,3,High-Value
3492,507,2,128.92,0.12080536912751678,0.5,0.988326398520573,1,0,0,1,Low-Value
5814,430,5,128.88,-0.13758389261744966,2.0,0.9878640776699028,1,3,0,4,High-Value
5499,212,5,128.85,-0.8691275167785235,2.0,0.9875173370319,2,3,0,5,High-Value
5971,278,5,128.81,-0.6476510067114094,2.0,0.9870550161812297,2,3,0,5,High-Value
2305,24,8,128.57999999999998,-1.5,3.5,0.984396671289875,0,3,0,3,High-Value
12008,103,5,128.56,-1.2348993288590604,2.0,0.98416551086454,0,3,0,3,High-Value
18121,83,4,128.51,-1.3020134228187918,1.5,0.9835876098012019,0,0,0,0,Lost Customer
6811,519,1,128.49,0.1610738255033557,0.0,0.9833564493758669,1,0,0,1,Low-Value
14914,490,1,128.49,0.06375838926174497,0.0,0.9833564493758669,1,0,0,1,Low-Value
10982,369,4,128.47,-0.3422818791946309,1.5,0.9831252889505315,2,0,0,2,Mid-Value
19300,407,6,128.44,-0.21476510067114093,2.5,0.9827785483125288,1,3,0,4,High-Value
16154,207,5,128.41,-0.8859060402684564,2.0,0.982431807674526,2,3,0,5,High-Value
6596,8,6,128.35,-1.5536912751677852,2.5,0.9817383263985204,0,3,0,3,High-Value
16007,236,4,128.33,-0.7885906040268457,1.5,0.9815071659731854,2,0,0,2,Mid-Value
20443,258,6,128.28,-0.714765100671141,2.5,0.9809292649098473,2,3,0,5,High-Value
9542,100,4,128.28,-1.24496644295302,1.5,0.9809292649098473,0,0,0,0,Lost Customer
8576,84,4,128.26999999999998,-1.2986577181208054,1.5,0.9808136846971796,0,0,0,0,Lost Customer
10038,0,6,128.26,-1.580536912751678,2.5,0.9806981044845121,0,3,0,3,High-Value
13730,234,2,128.23000000000002,-0.7953020134228188,0.5,0.9803513638465096,2,0,0,2,Mid-Value
6491,199,3,128.21,-0.912751677852349,1.0,0.9801202034211743,2,0,0,2,Mid-Value
14692,192,2,128.19,-0.9362416107382551,0.5,0.979889042995839,2,0,0,2,Mid-Value
15840,382,4,128.18,-0.2986577181208054,1.5,0.9797734627831716,2,0,0,2,Mid-Value
20549,436,3,128.18,-0.1174496644295302,1.0,0.9797734627831716,1,0,0,1,Low-Value
5844,270,3,128.16,-0.674496644295302,1.0,0.9795423023578362,2,0,0,2,Mid-Value
18442,264,5,128.1,-0.6946308724832215,2.0,0.9788488210818307,2,3,0,5,High-Value
22372,49,3,128.09,-1.4161073825503356,1.0,0.9787332408691631,0,0,0,0,Lost Customer
15540,286,5,128.09,-0.6208053691275168,2.0,0.9787332408691631,2,3,0,5,High-Value
813,490,2,128.07999999999998,0.06375838926174497,0.5,0.9786176606564954,1,0,0,1,Low-Value
2900,151,3,128.07999999999998,-1.0738255033557047,1.0,0.9786176606564954,0,0,0,0,Lost Customer
13835,123,4,128.01999999999998,-1.167785234899329,1.5,0.9779241793804898,0,0,0,0,Lost Customer
20994,133,4,127.97999999999999,-1.1342281879194631,1.5,0.9774618585298195,0,0,0,0,Lost Customer
13462,253,3,127.96000000000001,-0.7315436241610739,1.0,0.9772306981044845,2,0,0,2,Mid-Value
1201,9,2,127.94,-1.5503355704697988,0.5,0.9769995376791493,0,0,0,0,Lost Customer
15771,306,8,127.92999999999999,-0.5536912751677853,3.5,0.9768839574664814,2,3,0,5,High-Value
3316,229,2,127.91,-0.8120805369127517,0.5,0.9766527970411465,2,0,0,2,Mid-Value
16469,487,1,127.91,0.053691275167785234,0.0,0.9766527970411465,1,0,0,1,Low-Value
7851,35,5,127.88999999999999,-1.4630872483221478,2.0,0.9764216366158112,0,3,0,3,High-Value
7548,232,6,127.87999999999998,-0.802013422818792,2.5,0.9763060564031433,2,3,0,5,High-Value
5755,6,5,127.86,-1.5604026845637584,2.0,0.9760748959778084,0,3,0,3,High-Value
1842,103,3,127.81,-1.2348993288590604,1.0,0.9754969949144706,0,0,0,0,Lost Customer
18660,139,5,127.78999999999999,-1.1140939597315436,2.0,0.9752658344891353,0,3,0,3,High-Value
17762,470,2,127.72999999999999,-0.003355704697986577,0.5,0.9745723532131297,1,0,0,1,Low-Value
23387,212,5,127.67,-0.8691275167785235,2.0,0.9738788719371242,2,3,0,5,High-Value
10486,321,2,127.65,-0.5033557046979866,0.5,0.9736477115117892,2,0,0,2,Mid-Value
13528,212,5,127.64999999999999,-0.8691275167785235,2.0,0.9736477115117889,2,3,0,5,High-Value
12030,112,6,127.64000000000001,-1.2046979865771812,2.5,0.9735321312991216,0,3,0,3,High-Value
20322,264,4,127.64,-0.6946308724832215,1.5,0.9735321312991213,2,0,0,2,Mid-Value
10976,506,1,127.55,0.1174496644295302,0.0,0.972491909385113,1,0,0,1,Low-Value
18005,473,1,127.51,0.006711409395973154,0.0,0.9720295885344428,1,0,0,1,Low-Value
22495,187,5,127.51,-0.9530201342281879,2.0,0.9720295885344428,2,3,0,5,High-Value
16040,2,4,127.5,-1.5738255033557047,1.5,0.9719140083217752,0,0,0,0,Lost Customer
22008,145,3,127.49,-1.0939597315436242,1.0,0.9717984281091074,0,0,0,0,Lost Customer
17579,200,5,127.49,-0.9093959731543624,2.0,0.9717984281091074,2,3,0,5,High-Value
18346,60,4,127.47,-1.3791946308724832,1.5,0.9715672676837724,0,0,0,0,Lost Customer
6312,117,3,127.46000000000001,-1.1879194630872483,1.0,0.971451687471105,0,0,0,0,Lost Customer
5668,163,5,127.46,-1.0335570469798658,2.0,0.9714516874711047,0,3,0,3,High-Value
11616,363,2,127.46,-0.3624161073825503,0.5,0.9714516874711047,2,0,0,2,Mid-Value
13709,13,6,127.4,-1.5369127516778522,2.5,0.9707582061950993,0,3,0,3,High-Value
22493,19,4,127.34,-1.516778523489933,1.5,0.9700647249190938,0,0,0,0,Lost Customer
11431,201,3,127.33,-0.9060402684563759,1.0,0.969949144706426,2,0,0,2,Mid-Value
19392,15,5,127.27000000000001,-1.5302013422818792,2.0,0.9692556634304208,0,3,0,3,High-Value
2177,315,5,127.27,-0.5234899328859061,2.0,0.9692556634304205,2,3,0,5,High-Value
13114,44,4,127.27,-1.4328859060402686,1.5,0.9692556634304205,0,0,0,0,Lost Customer
5478,71,7,127.25999999999999,-1.342281879194631,3.0,0.9691400832177529,0,3,0,3,High-Value
7729,127,3,127.15,-1.1543624161073827,1.0,0.9678687008784096,0,0,0,0,Lost Customer
16258,54,3,127.13,-1.3993288590604027,1.0,0.9676375404530743,0,0,0,0,Lost Customer
23425,25,4,127.12000000000002,-1.4966442953020134,1.5,0.9675219602404068,0,0,0,0,Lost Customer
19073,85,6,127.08,-1.2953020134228188,2.5,0.9670596393897363,0,3,0,3,High-Value
7003,503,2,127.07,0.10738255033557047,0.5,0.9669440591770687,1,0,0,1,Low-Value
1435,13,3,127.05000000000001,-1.5369127516778522,1.0,0.9667128987517337,0,0,0,0,Lost Customer
2553,535,1,127.04,0.21476510067114093,0.0,0.9665973185390659,1,0,0,1,Low-Value
7741,253,5,127.02000000000001,-0.7315436241610739,2.0,0.9663661581137309,2,3,0,5,High-Value
7587,213,9,126.94999999999999,-0.8657718120805369,4.0,0.9655570966250576,2,3,0,5,High-Value
19343,148,5,126.94000000000001,-1.0838926174496644,2.0,0.9654415164123901,0,3,0,3,High-Value
3219,532,1,126.9,0.20469798657718122,0.0,0.9649791955617198,1,0,0,1,Low-Value
15751,488,2,126.9,0.05704697986577181,0.5,0.9649791955617198,1,0,0,1,Low-Value
9152,485,2,126.87,0.04697986577181208,0.5,0.9646324549237171,1,0,0,1,Low-Value
1133,32,7,126.87,-1.4731543624161074,3.0,0.9646324549237171,0,3,0,3,High-Value
6496,163,7,126.86,-1.0335570469798658,3.0,0.9645168747110492,0,3,0,3,High-Value
16614,237,4,126.85,-0.785234899328859,1.5,0.9644012944983817,2,0,0,2,Mid-Value
6840,293,2,126.82,-0.5973154362416108,0.5,0.964054553860379,2,0,0,2,Mid-Value
5842,345,6,126.76000000000002,-0.4228187919463087,2.5,0.9633610725843738,2,3,0,5,High-Value
10136,1,4,126.75,-1.5771812080536913,1.5,0.9632454923717059,0,0,0,0,Lost Customer
15232,97,4,126.72,-1.25503355704698,1.5,0.9628987517337031,0,0,0,0,Lost Customer
13831,245,3,126.58,-0.7583892617449665,1.0,0.9612806287563567,2,0,0,2,Mid-Value
17509,105,4,126.57,-1.2281879194630871,1.5,0.9611650485436891,0,0,0,0,Lost Customer
12865,310,5,126.56,-0.540268456375839,2.0,0.9610494683310217,2,3,0,5,High-Value
2838,492,2,126.55,0.07046979865771812,0.5,0.9609338881183539,1,0,0,1,Low-Value
20224,130,5,126.55,-1.1442953020134228,2.0,0.9609338881183539,0,3,0,3,High-Value
12530,117,5,126.52000000000001,-1.1879194630872483,2.0,0.9605871474803515,0,3,0,3,High-Value
20612,369,3,126.48,-0.3422818791946309,1.0,0.9601248266296808,2,0,0,2,Mid-Value
20139,46,5,126.46000000000001,-1.4261744966442953,2.0,0.9598936662043458,0,3,0,3,High-Value
14422,93,5,126.46,-1.2684563758389262,2.0,0.9598936662043455,0,3,0,3,High-Value
14844,24,7,126.37999999999998,-1.5,3.0,0.9589690245030046,0,3,0,3,High-Value
13508,497,1,126.37,0.087248322147651,0.0,0.9588534442903375,1,0,0,1,Low-Value
7154,276,3,126.33999999999999,-0.6543624161073825,1.0,0.9585067036523344,2,0,0,2,Mid-Value
4831,414,3,126.32,-0.1912751677852349,1.0,0.9582755432269994,1,0,0,1,Low-Value
8672,513,1,126.29,0.14093959731543623,0.0,0.9579288025889966,1,0,0,1,Low-Value
12770,412,6,126.22999999999999,-0.19798657718120805,2.5,0.957235321312991,1,3,0,4,High-Value
3934,522,2,126.22,0.17114093959731544,0.5,0.9571197411003235,1,0,0,1,Low-Value
9813,131,7,126.22,-1.1409395973154361,3.0,0.9571197411003235,0,3,0,3,High-Value
12719,219,4,126.2,-0.8456375838926175,1.5,0.9568885806749883,2,0,0,2,Mid-Value
6691,471,5,126.18999999999998,0.0,2.0,0.9567730004623204,1,3,0,4,High-Value
17627,14,6,126.13,-1.5335570469798658,2.5,0.9560795191863152,0,3,0,3,High-Value
16983,84,7,126.11,-1.2986577181208054,3.0,0.9558483587609798,0,3,0,3,High-Value
9654,413,3,126.09,-0.19463087248322147,1.0,0.955617198335645,1,0,0,1,Low-Value
20464,232,2,126.09,-0.802013422818792,0.5,0.955617198335645,2,0,0,2,Mid-Value
3758,216,3,126.07000000000001,-0.8557046979865772,1.0,0.9553860379103096,2,0,0,2,Mid-Value
1506,200,4,126.07,-0.9093959731543624,1.5,0.9553860379103096,2,0,0,2,Mid-Value
20845,371,3,126.05,-0.33557046979865773,1.0,0.9551548774849743,2,0,0,2,Mid-Value
20163,20,3,126.02,-1.5134228187919463,1.0,0.9548081368469715,0,0,0,0,Lost Customer
7828,134,2,126.0,-1.1308724832214765,0.5,0.9545769764216365,0,0,0,0,Lost Customer
9553,78,5,125.96,-1.3187919463087248,2.0,0.954114655570966,0,3,0,3,High-Value
18224,341,5,125.96,-0.436241610738255,2.0,0.954114655570966,2,3,0,5,High-Value
2366,31,9,125.95999999999997,-1.476510067114094,4.0,0.9541146555709656,0,3,0,3,High-Value
4020,468,3,125.94999999999999,-0.010067114093959731,1.0,0.9539990753582984,1,0,0,1,Low-Value
10046,480,2,125.94,0.030201342281879196,0.5,0.953883495145631,1,0,0,1,Low-Value
13923,483,2,125.93,0.040268456375838924,0.5,0.9537679149329635,1,0,0,1,Low-Value
8522,211,4,125.91999999999999,-0.87248322147651,1.5,0.9536523347202956,2,0,0,2,Mid-Value
11487,19,3,125.91999999999999,-1.516778523489933,1.0,0.9536523347202956,0,0,0,0,Lost Customer
11497,504,1,125.88,0.11073825503355705,0.0,0.9531900138696254,1,0,0,1,Low-Value
7097,383,4,125.87,-0.2953020134228188,1.5,0.9530744336569579,1,0,0,1,Low-Value
1302,540,1,125.82,0.23154362416107382,0.0,0.9524965325936198,1,0,0,1,Low-Value
1834,236,4,125.82000000000001,-0.7885906040268457,1.5,0.9524965325936198,2,0,0,2,Mid-Value
17273,54,6,125.73,-1.3993288590604027,2.5,0.9514563106796114,0,3,0,3,High-Value
14003,96,3,125.69999999999999,-1.2583892617449663,1.0,0.9511095700416087,0,0,0,0,Lost Customer
2086,537,1,125.69,0.2214765100671141,0.0,0.9509939898289412,1,0,0,1,Low-Value
22467,61,5,125.6,-1.3758389261744965,2.0,0.9499537679149328,0,3,0,3,High-Value
733,543,1,125.6,0.24161073825503357,0.0,0.9499537679149328,1,0,0,1,Low-Value
9566,120,4,125.56,-1.1778523489932886,1.5,0.9494914470642626,0,0,0,0,Lost Customer
17438,9,4,125.5,-1.5503355704697988,1.5,0.9487979657882569,0,0,0,0,Lost Customer
7155,112,3,125.45000000000002,-1.2046979865771812,1.0,0.9482200647249193,0,0,0,0,Lost Customer
15254,491,1,125.45,0.06711409395973154,0.0,0.9482200647249189,1,0,0,1,Low-Value
17947,30,4,125.33000000000001,-1.4798657718120805,1.5,0.9468331021729081,0,0,0,0,Lost Customer
4417,469,2,125.27,-0.006711409395973154,0.5,0.9461396208969022,1,0,0,1,Low-Value
17749,12,5,125.26,-1.5402684563758389,2.0,0.9460240406842347,0,3,0,3,High-Value
21331,248,3,125.19,-0.7483221476510067,1.0,0.9452149791955616,2,0,0,2,Mid-Value
6122,330,3,125.19,-0.47315436241610737,1.0,0.9452149791955616,2,0,0,2,Mid-Value
14095,229,3,125.18,-0.8120805369127517,1.0,0.9450993989828942,2,0,0,2,Mid-Value
22096,79,6,125.14,-1.3154362416107384,2.5,0.9446370781322235,0,3,0,3,High-Value
13583,19,5,125.13,-1.516778523489933,2.0,0.9445214979195561,0,3,0,3,High-Value
2576,535,1,125.08,0.21476510067114093,0.0,0.943943596856218,1,0,0,1,Low-Value
6675,219,5,125.06,-0.8456375838926175,2.0,0.943712436430883,2,3,0,5,High-Value
551,543,1,125.02,0.24161073825503357,0.0,0.9432501155802124,1,0,0,1,Low-Value
648,536,2,124.94,0.2181208053691275,0.5,0.9423254738788719,1,0,0,1,Low-Value
13511,426,4,124.92999999999998,-0.15100671140939598,1.5,0.942209893666204,1,0,0,1,Low-Value
114,139,5,124.92999999999999,-1.1140939597315436,2.0,0.942209893666204,0,3,0,3,High-Value
13874,225,2,124.9,-0.825503355704698,0.5,0.9418631530282016,2,0,0,2,Mid-Value
8724,252,7,124.89999999999998,-0.7348993288590604,3.0,0.9418631530282012,2,3,0,5,High-Value
20240,297,3,124.88,-0.5838926174496645,1.0,0.9416319926028662,2,0,0,2,Mid-Value
13790,284,3,124.85000000000001,-0.62751677852349,1.0,0.9412852519648635,2,0,0,2,Mid-Value
11136,312,3,124.83000000000001,-0.5335570469798657,1.0,0.9410540915395285,2,0,0,2,Mid-Value
17496,5,6,124.78999999999999,-1.563758389261745,2.5,0.9405917706888579,0,3,0,3,High-Value
22910,38,6,124.78999999999998,-1.4530201342281879,2.5,0.9405917706888576,0,3,0,3,High-Value
10735,192,2,124.78,-0.9362416107382551,0.5,0.9404761904761905,2,0,0,2,Mid-Value
6656,366,4,124.78,-0.3523489932885906,1.5,0.9404761904761905,2,0,0,2,Mid-Value
15554,338,2,124.75999999999999,-0.4463087248322148,0.5,0.9402450300508551,2,0,0,2,Mid-Value
8714,290,2,124.75,-0.6073825503355704,0.5,0.9401294498381876,2,0,0,2,Mid-Value
15187,249,4,124.74999999999999,-0.7449664429530202,1.5,0.9401294498381872,2,0,0,2,Mid-Value
18006,222,3,124.72999999999999,-0.8355704697986577,1.0,0.9398982894128524,2,0,0,2,Mid-Value
11346,113,2,124.72,-1.2013422818791946,0.5,0.9397827092001848,0,0,0,0,Lost Customer
2916,375,2,124.71000000000001,-0.3221476510067114,0.5,0.9396671289875174,2,0,0,2,Mid-Value
4323,15,4,124.71,-1.5302013422818792,1.5,0.939667128987517,0,0,0,0,Lost Customer
5440,0,7,124.70999999999998,-1.580536912751678,3.0,0.939667128987517,0,3,0,3,High-Value
4311,422,5,124.69999999999999,-0.1644295302013423,2.0,0.9395515487748496,1,3,0,4,High-Value
15383,124,4,124.68,-1.1644295302013423,1.5,0.9393203883495146,0,0,0,0,Lost Customer
12566,112,4,124.58000000000001,-1.2046979865771812,1.5,0.9381645862228387,0,0,0,0,Lost Customer
9329,451,4,124.58,-0.06711409395973154,1.5,0.9381645862228384,1,0,0,1,Low-Value
13429,158,5,124.56,-1.0503355704697988,2.0,0.9379334257975034,0,3,0,3,High-Value
22622,263,3,124.55000000000001,-0.697986577181208,1.0,0.9378178455848359,2,0,0,2,Mid-Value
13224,481,3,124.54,0.03355704697986577,1.0,0.9377022653721682,1,0,0,1,Low-Value
21377,58,5,124.5,-1.3859060402684564,2.0,0.9372399445214978,0,3,0,3,High-Value
4874,514,5,124.46,0.14429530201342283,2.0,0.9367776236708273,1,3,0,4,High-Value
14635,83,4,124.45,-1.3020134228187918,1.5,0.9366620434581597,0,0,0,0,Lost Customer
5827,40,5,124.39999999999999,-1.4463087248322148,2.0,0.9360841423948216,0,3,0,3,High-Value
13628,371,3,124.31,-0.33557046979865773,1.0,0.9350439204808136,2,0,0,2,Mid-Value
14627,129,5,124.29999999999998,-1.1476510067114094,2.0,0.9349283402681459,0,3,0,3,High-Value
5007,27,3,124.25999999999999,-1.4899328859060403,1.0,0.9344660194174755,0,0,0,0,Lost Customer
3591,531,1,124.24,0.20134228187919462,0.0,0.9342348589921402,1,0,0,1,Low-Value
22819,121,2,124.21000000000001,-1.174496644295302,0.5,0.9338881183541378,0,0,0,0,Lost Customer
10602,507,1,124.17,0.12080536912751678,0.0,0.9334257975034672,1,0,0,1,Low-Value
17022,74,4,124.14,-1.332214765100671,1.5,0.9330790568654644,0,0,0,0,Lost Customer
6479,367,3,124.12,-0.348993288590604,1.0,0.9328478964401294,2,0,0,2,Mid-Value
16388,57,4,124.07999999999998,-1.389261744966443,1.5,0.9323855755894588,0,0,0,0,Lost Customer
21935,155,4,124.07000000000001,-1.0604026845637584,1.5,0.9322699953767913,0,0,0,0,Lost Customer
9310,502,2,124.05000000000001,0.1040268456375839,0.5,0.9320388349514563,1,0,0,1,Low-Value
15044,197,4,124.03999999999999,-0.9194630872483222,1.5,0.9319232547387886,2,0,0,2,Mid-Value
9809,283,4,124.03,-0.6308724832214765,1.5,0.9318076745261211,2,0,0,2,Mid-Value
17170,30,5,124.0,-1.4798657718120805,2.0,0.9314609338881182,0,3,0,3,High-Value
20078,418,2,123.95,-0.17785234899328858,0.5,0.9308830328247802,1,0,0,1,Low-Value
8765,99,5,123.91,-1.2483221476510067,2.0,0.9304207119741099,0,3,0,3,High-Value
